Image,IOULG,IOULD,IOUDG,threshold_DT,threshold_GC,prediction,models
0.png,0.040016,0.0,0.0,8,0,pier,Vgg
0.png,0.12215495715594517,0.0,0.0,8,0.1,pier,Vgg
0.png,0.14233881417916894,0.0,0.0,8,0.2,pier,Vgg
0.png,0.13691183353133887,0.0,0.0,8,0.3,pier,Vgg
0.png,0.13743522711358014,0.0,0.0,8,0.4,pier,Vgg
0.png,0.18193146417445483,0.0,0.0,8,0.5,pier,Vgg
0.png,0.20097619455386195,0.0,0.0,8,0.6,pier,Vgg
0.png,0.21214868540344514,0.0,0.0,8,0.7,pier,Vgg
0.png,0.040016,0.0,0.0,8,0,pier,Vgg
0.png,0.0,0.0,nan,8,8,pier,Vgg
0.png,0.06664954411198151,0.0,0.0,8,0.9,pier,Vgg
0.png,0.0,0.0,nan,8,1,pier,Vgg
0.png,0.040016,0.0,0.0,0.9,0,pier,Vgg
0.png,0.12215495715594517,0.0,0.0,0.9,0.1,pier,Vgg
0.png,0.14233881417916894,0.0,0.0,0.9,0.2,pier,Vgg
0.png,0.13691183353133887,0.0,0.0,0.9,0.3,pier,Vgg
0.png,0.13743522711358014,0.0,0.0,0.9,0.4,pier,Vgg
0.png,0.18193146417445483,0.0,0.0,0.9,0.5,pier,Vgg
0.png,0.20097619455386195,0.0,0.0,0.9,0.6,pier,Vgg
0.png,0.21214868540344514,0.0,0.0,0.9,0.7,pier,Vgg
0.png,0.040016,0.0,0.0,0.9,0,pier,Vgg
0.png,0.0,0.0,0.0,0.9,8,pier,Vgg
0.png,0.06664954411198151,0.0,0.0,0.9,0.9,pier,Vgg
0.png,0.0,0.0,0.0,0.9,1,pier,Vgg
0.png,0.040016,0.0,0.0,1,0,pier,Vgg
0.png,0.12215495715594517,0.0,0.0,1,0.1,pier,Vgg
0.png,0.14233881417916894,0.0,0.0,1,0.2,pier,Vgg
0.png,0.13691183353133887,0.0,0.0,1,0.3,pier,Vgg
0.png,0.13743522711358014,0.0,0.0,1,0.4,pier,Vgg
0.png,0.18193146417445483,0.0,0.0,1,0.5,pier,Vgg
0.png,0.20097619455386195,0.0,0.0,1,0.6,pier,Vgg
0.png,0.21214868540344514,0.0,0.0,1,0.7,pier,Vgg
0.png,0.040016,0.0,0.0,1,0,pier,Vgg
0.png,0.0,0.0,0.0,1,8,pier,Vgg
0.png,0.06664954411198151,0.0,0.0,1,0.9,pier,Vgg
0.png,0.0,0.0,0.0,1,1,pier,Vgg
1.png,0.020312,0.020312,1.0,0,0,abacus,Vgg
1.png,0.02976701585666037,0.020312,0.48338,0,0.1,abacus,Vgg
1.png,0.032575650808351286,0.020312,0.389984,0,0.2,abacus,Vgg
1.png,0.027944318549692457,0.020312,0.29722,0,0.3,abacus,Vgg
1.png,0.025699943438914026,0.020312,0.211808,0,0.4,abacus,Vgg
1.png,0.029598017621145375,0.020312,0.159184,0,0.5,abacus,Vgg
1.png,0.01909679784893669,0.020312,0.1131,0,0.6,abacus,Vgg
1.png,0.018743335247313593,0.020312,0.079044,0,0.7,abacus,Vgg
1.png,0.020312,0.020312,1.0,0,0,abacus,Vgg
1.png,0.0,0.020312,0.0,0,8,abacus,Vgg
1.png,0.0,0.020312,0.016728,0,0.9,abacus,Vgg
1.png,0.0,0.020312,0.0,0,1,abacus,Vgg
1.png,0.020312,0.026144610024189403,1.0,0.1,0,abacus,Vgg
1.png,0.02976701585666037,0.026144610024189403,0.7985422779055322,0.1,0.1,abacus,Vgg
1.png,0.032575650808351286,0.026144610024189403,0.7224922930993597,0.1,0.2,abacus,Vgg
1.png,0.027944318549692457,0.026144610024189403,0.6175615026595744,0.1,0.3,abacus,Vgg
1.png,0.025699943438914026,0.026144610024189403,0.49753824181606343,0.1,0.4,abacus,Vgg
1.png,0.029598017621145375,0.026144610024189403,0.40278129206603036,0.1,0.5,abacus,Vgg
1.png,0.01909679784893669,0.026144610024189403,0.3053488698582058,0.1,0.6,abacus,Vgg
1.png,0.018743335247313593,0.026144610024189403,0.22542007460388078,0.1,0.7,abacus,Vgg
1.png,0.020312,0.026144610024189403,1.0,0.1,0,abacus,Vgg
1.png,0.0,0.026144610024189403,0.0,0.1,8,abacus,Vgg
1.png,0.0,0.026144610024189403,0.05251327900347828,0.1,0.9,abacus,Vgg
1.png,0.0,0.026144610024189403,0.0,0.1,1,abacus,Vgg
1.png,0.020312,0.00840279645065878,0.62,0.2,0,abacus,Vgg
1.png,0.02976701585666037,0.00840279645065878,0.6708061374988795,0.2,0.1,abacus,Vgg
1.png,0.032575650808351286,0.00840279645065878,0.682237756642965,0.2,0.2,abacus,Vgg
1.png,0.027944318549692457,0.00840279645065878,0.6659654433740813,0.2,0.3,abacus,Vgg
1.png,0.025699943438914026,0.00840279645065878,0.6365531981441902,0.2,0.4,abacus,Vgg
1.png,0.029598017621145375,0.00840279645065878,0.6155547690674217,0.2,0.5,abacus,Vgg
1.png,0.01909679784893669,0.00840279645065878,0.571161587119034,0.2,0.6,abacus,Vgg
1.png,0.018743335247313593,0.00840279645065878,0.49686254244795514,0.2,0.7,abacus,Vgg
1.png,0.020312,0.00840279645065878,0.62,0.2,0,abacus,Vgg
1.png,0.0,0.00840279645065878,0.0,0.2,8,abacus,Vgg
1.png,0.0,0.00840279645065878,0.1877781073865322,0.2,0.9,abacus,Vgg
1.png,0.0,0.00840279645065878,0.0,0.2,1,abacus,Vgg
1.png,0.020312,0.0,0.384,0.3,0,abacus,Vgg
